,timestamp,count of registered resources,count of fully available resources,count of resources pending transcoding,count of available versions
798.65132288,1418923331745080000,90,5,44,95
800.021606656,1418923333115360000,90,5,44,95
801.360362496,1418923334454120000,90,5,44,95
802.6710784,1418923335764840000,90,5,44,95
804.061698048,1418923337155460000,90,5,44,95
805.412372736,1418923338506130000,90,5,44,95
806.738501376,1418923339832260000,90,5,44,95
808.039834624,1418923341133590000,90,5,44,95
809.376585472,1418923342470340000,90,5,44,95
810.683492608,1418923343777250000,90,5,44,95
811.991438592,1418923345085200000,90,5,44,95
813.309758464,1418923346403520000,90,5,44,95
814.63116032,1418923347724920000,90,5,44,95
815.974598144,1418923349068360000,90,5,44,95
817.32116992,1418923350414930000,90,5,44,95
818.615870464,1418923351709630000,90,5,44,95
819.925218816,1418923353018980000,90,5,44,95
821.258294016,1418923354352050000,90,6,44,96
822.566961408,1418923355660720000,90,6,44,96
823.87897984,1418923356972740000,90,6,44,96
825.203008768,1418923358296770000,90,6,44,96
826.512053504,1418923359605810000,90,6,44,96
827.818258176,1418923360912020000,90,6,44,96
829.162900736,1418923362256660000,90,6,43,97
830.52265984,1418923363616420000,90,6,43,99
831.8579776,1418923364951730000,90,6,43,99
833.160408064,1418923366254170000,90,6,43,99
834.490516992,1418923367584270000,90,6,43,100
835.799048192,1418923368892810000,90,6,43,100
837.157306368,1418923370251060000,90,6,43,100
838.457920768,1418923371551680000,90,6,43,100
839.78254592,1418923372876300000,90,6,43,100
841.128106496,1418923374221860000,90,6,43,100
842.457688576,1418923375551450000,90,6,43,100
843.768412672,1418923376862170000,90,6,43,100
845.13438464,1418923378228140000,90,6,43,100
846.430643456,1418923379524400000,90,6,43,100
847.73830656,1418923380832060000,90,6,43,100
849.0594688,1418923382153230000,90,6,43,100
850.362921472,1418923383456680000,90,6,43,101
851.671962624,1418923384765720000,90,6,43,101
852.994920192,1418923386088680000,90,6,43,101
854.31824384,1418923387412000000,90,6,43,101
855.661659136,1418923388755420000,90,6,43,101
856.991699456,1418923390085460000,90,6,43,101
858.293075968,1418923391386830000,90,6,43,101
859.595906304,1418923392689660000,90,6,43,101
860.897658368,1418923393991420000,90,6,43,101
862.209977088,1418923395303730000,90,6,43,101
863.509156864,1418923396602910000,90,6,43,101
864.814083072,1418923397907840000,90,6,43,101
866.14780672,1418923399241560000,90,6,43,101
867.443419392,1418923400537180000,90,6,43,101
868.76376576,1418923401857520000,90,6,43,101
870.104615168,1418923403198370000,90,6,43,101
871.438218752,1418923404531980000,90,6,43,101
872.77344,1418923405867200000,90,6,42,102
874.13047552,1418923407224230000,90,6,42,102
875.445663744,1418923408539420000,90,6,42,102
876.77157888,1418923409865340000,90,6,42,102
878.096366592,1418923411190120000,90,6,42,102
879.404188416,1418923412497950000,90,6,42,102
880.718953728,1418923413812710000,90,6,42,102
882.031927552,1418923415125680000,90,6,42,102
883.325558528,1418923416419320000,90,6,42,102
884.65172864,1418923417745490000,90,6,42,102
885.976880896,1418923419070640000,90,6,42,102
887.28224768,1418923420376000000,90,6,42,102
888.597444352,1418923421691200000,90,6,42,102
889.920366336,1418923423014120000,90,6,42,103
891.251137536,1418923424344890000,90,6,42,103
892.605780992,1418923425699540000,90,6,42,103
893.928007168,1418923427021760000,90,6,42,103
895.266366976,1418923428360120000,90,6,42,103
896.603026432,1418923429696780000,90,6,42,103
897.918707456,1418923431012460000,90,6,42,103
899.229402624,1418923432323160000,90,6,42,103
900.553970432,1418923433647730000,90,6,42,103
901.856859904,1418923434950620000,90,6,42,103
903.218067456,1418923436311820000,90,6,42,103
904.558712576,1418923437652470000,90,6,42,103
905.886637568,1418923438980390000,90,6,42,104
907.233462272,1418923440327220000,90,6,42,105
908.555259648,1418923441649020000,90,6,42,105
909.875280128,1418923442969040000,90,6,42,105
911.21518848,1418923444308950000,90,6,42,105
912.548493824,1418923445642250000,90,6,42,105
913.872482304,1418923446966240000,90,6,42,105
915.204247808,1418923448298000000,90,6,42,105
916.570502144,1418923449664260000,90,6,42,105
917.887259392,1418923450981020000,90,6,42,105
919.202584064,1418923452296340000,90,6,42,105
920.533766656,1418923453627520000,90,6,42,105
921.873809664,1418923454967570000,90,6,42,105
923.221703936,1418923456315460000,90,6,42,105
924.567195904,1418923457660950000,90,6,41,106
925.922850816,1418923459016610000,90,6,41,106
927.288540928,1418923460382300000,90,6,41,106
928.656791808,1418923461750550000,90,6,41,106
929.97528064,1418923463069040000,90,6,41,106
931.306635264,1418923464400390000,90,6,41,106
932.616472576,1418923465710230000,90,6,41,106
933.9714688,1418923467065230000,90,6,41,106
935.31259392,1418923468406350000,90,6,41,106
936.636060928,1418923469729820000,90,6,41,106
937.966022144,1418923471059780000,90,6,41,106
939.308263424,1418923472402020000,90,6,41,106
940.620996608,1418923473714750000,90,6,41,106
941.927593216,1418923475021350000,90,6,41,106
943.272411136,1418923476366170000,90,6,41,106
944.588283648,1418923477682040000,90,6,41,106
945.896103168,1418923478989860000,90,6,41,106
947.240589312,1418923480334350000,90,6,41,107
948.55551744,1418923481649270000,90,6,41,107
949.855007232,1418923482948760000,90,6,41,107
951.187328256,1418923484281090000,90,6,41,107
952.498020608,1418923485591780000,90,6,41,107
953.856594944,1418923486950350000,90,6,41,107
955.208830464,1418923488302590000,90,6,41,107
956.525857792,1418923489619610000,90,6,41,107
957.854144256,1418923490947900000,90,6,41,107
959.201490176,1418923492295250000,90,6,41,107
960.532290304,1418923493626050000,90,6,41,107
961.85528448,1418923494949040000,90,6,41,108
963.189947136,1418923496283700000,90,6,41,108
964.502963456,1418923497596720000,90,6,41,108
965.830422016,1418923498924180000,90,6,41,109
967.153142272,1418923500246900000,90,6,41,109
968.456653312,1418923501550410000,90,6,41,109
969.7886336,1418923502882390000,90,6,41,109
971.136886272,1418923504230640000,90,6,40,110
972.440334592,1418923505534090000,90,6,40,110
973.781851136,1418923506875610000,90,6,40,110
975.098552832,1418923508192310000,90,6,39,112
976.42921728,1418923509522970000,90,6,39,112
977.745025024,1418923510838780000,90,7,39,113
979.08855808,1418923512182320000,90,7,39,113
980.400323328,1418923513494080000,90,7,39,113
981.730620672,1418923514824380000,90,7,39,113
983.07122688,1418923516164980000,90,7,39,113
984.396397568,1418923517490150000,90,7,39,113
985.762466304,1418923518856220000,90,7,39,113
987.122881536,1418923520216640000,90,7,39,113
988.452332544,1418923521546090000,90,7,39,113
989.780762368,1418923522874520000,90,7,39,113
991.124564736,1418923524218320000,90,7,39,113
992.447439616,1418923525541200000,90,7,39,113
993.753505792,1418923526847260000,90,7,39,113
995.063788544,1418923528157550000,90,7,39,113
996.379627776,1418923529473380000,90,7,39,113
997.696904192,1418923530790660000,90,7,39,113
999.033782528,1418923532127540000,90,7,39,113
1000.34670848,1418923533440470000,90,7,39,113
1001.664168704,1418923534757930000,90,7,39,113
1002.98674688,1418923536080500000,90,7,39,113
1004.364832768,1418923537458590000,90,7,39,113
1005.687872768,1418923538781630000,90,7,39,113
1007.008924672,1418923540102680000,90,7,39,113
1008.3557056,1418923541449460000,90,7,39,113
1009.673193216,1418923542766950000,90,7,39,113
1011.007878656,1418923544101640000,90,7,39,113
1012.344271616,1418923545438030000,90,7,39,113
1013.675804928,1418923546769560000,90,7,39,113
1014.984193024,1418923548077950000,90,7,39,113
1016.327693568,1418923549421450000,90,7,39,113
1017.645898752,1418923550739660000,90,7,39,113
1018.984018432,1418923552077780000,90,7,39,113
1020.301911552,1418923553395670000,90,7,39,113
1021.646439424,1418923554740200000,90,7,39,113
1022.979062272,1418923556072820000,90,7,38,115
1024.342240256,1418923557436000000,90,7,38,115
1025.67452928,1418923558768290000,90,7,38,116
1026.993225216,1418923560086980000,90,7,38,116
1028.350559744,1418923561444320000,90,7,38,116
1029.719399936,1418923562813160000,90,7,38,116
1031.068013568,1418923564161770000,90,7,38,116
1032.4127872,1418923565506540000,90,7,38,116
1033.746981376,1418923566840740000,90,7,38,116
1035.082934272,1418923568176690000,90,7,38,116
1036.45361152,1418923569547370000,90,7,38,116
1037.786816256,1418923570880570000,90,7,38,116
1039.11639808,1418923572210160000,90,7,38,116
1040.471931136,1418923573565690000,90,7,38,117
1041.790505216,1418923574884260000,90,7,38,117
1043.113940992,1418923576207700000,90,7,38,117
1044.418526976,1418923577512280000,90,7,38,117
1045.763493632,1418923578857250000,90,7,38,117
1047.076078592,1418923580169840000,90,7,38,117
1048.411782656,1418923581505540000,90,7,38,117
1049.739662336,1418923582833420000,90,7,38,117
1051.06499328,1418923584158750000,90,7,38,117
1052.401148672,1418923585494910000,90,7,38,117
1053.706757376,1418923586800510000,90,7,38,117
1055.063309824,1418923588157070000,90,7,38,117
1056.384850944,1418923589478610000,90,7,38,117
1057.738211072,1418923590831970000,90,7,38,117
1059.083436288,1418923592177190000,90,7,38,117
1060.406390784,1418923593500150000,90,7,38,117
1061.740128256,1418923594833890000,90,7,38,117
1063.102770176,1418923596196530000,90,7,38,117
1064.421020672,1418923597514780000,90,7,38,117
1065.759712256,1418923598853470000,90,7,38,117
1067.098966528,1418923600192720000,90,7,38,117
1068.434214656,1418923601527970000,90,7,38,117
1069.749382656,1418923602843140000,90,7,38,117
1071.124362752,1418923604218120000,90,7,38,117
1072.441135872,1418923605534890000,90,7,38,117
1073.812609792,1418923606906370000,90,7,38,117
1075.137641728,1418923608231400000,90,7,38,119
1076.488950016,1418923609582710000,90,7,37,120
1077.823468544,1418923610917230000,90,7,37,120
1079.158383104,1418923612252140000,90,7,37,120
1080.467721728,1418923613561480000,90,7,37,120
1081.772854016,1418923614866610000,90,7,37,120
1083.079323904,1418923616173080000,90,7,37,120
1084.421184,1418923617514940000,90,7,37,120
1085.744721408,1418923618838480000,90,7,37,120
1087.061521408,1418923620155280000,90,7,37,120
1088.407808768,1418923621501570000,90,7,37,120
1089.729165824,1418923622822920000,90,7,37,121
1091.069558016,1418923624163320000,90,7,37,121
1092.394223104,1418923625487980000,90,7,37,121
1093.742608128,1418923626836370000,90,7,37,121
1095.053627392,1418923628147380000,90,7,37,121
1096.378051328,1418923629471810000,90,7,37,121
1097.688932608,1418923630782690000,90,7,37,121
1099.032361728,1418923632126120000,90,7,37,121
1100.381415168,1418923633475170000,90,7,37,121
1101.707505664,1418923634801260000,90,7,37,121
1103.014804736,1418923636108560000,90,7,37,121
1104.36885248,1418923637462610000,90,7,37,121
1105.69638528,1418923638790140000,90,7,37,121
1107.024144896,1418923640117900000,90,7,37,121
1108.37888512,1418923641472640000,90,7,37,121
1109.735291904,1418923642829050000,90,7,37,121
1111.054283776,1418923644148040000,90,7,37,122
1112.401029888,1418923645494790000,90,7,37,122
1113.718493952,1418923646812250000,90,7,37,122
1115.035593216,1418923648129350000,90,7,37,123
1116.382106368,1418923649475860000,90,7,37,124
1117.717013504,1418923650810770000,90,7,37,124
1119.052154368,1418923652145910000,90,7,37,124
1120.413243904,1418923653507000000,90,7,37,124
1121.736747776,1418923654830500000,90,7,37,124
1123.069589504,1418923656163350000,90,7,37,124
1124.412722688,1418923657506480000,90,7,37,124
1125.781497344,1418923658875250000,90,7,37,124
1127.138097664,1418923660231850000,90,7,37,124
1128.473000704,1418923661566760000,90,7,37,124
1129.814162176,1418923662907920000,90,7,37,124
1131.158433792,1418923664252190000,90,7,37,125
1132.520174592,1418923665613930000,90,7,37,125
1133.855920128,1418923666949680000,90,7,37,125
1135.187671296,1418923668281430000,90,7,37,125
1136.530694656,1418923669624450000,90,7,37,125
1137.856429312,1418923670950190000,90,7,37,125
1139.233703168,1418923672327460000,90,7,37,125
1140.590078464,1418923673683840000,90,7,37,125
1141.942577664,1418923675036330000,90,7,37,125
1143.308696576,1418923676402450000,90,7,37,125
1144.667083264,1418923677760840000,90,7,37,125
1146.00052224,1418923679094280000,90,7,37,125
1147.346514944,1418923680440270000,90,7,37,125
1148.686393344,1418923681780150000,90,7,37,125
1149.999470336,1418923683093230000,90,7,37,125
1151.352242432,1418923684446000000,90,7,37,125
1152.703428608,1418923685797190000,90,7,37,125
1154.0127104,1418923687106470000,90,7,37,125
1155.371594496,1418923688465350000,90,7,37,125
1156.716235008,1418923689809990000,90,7,37,125
1158.034744064,1418923691128500000,90,7,37,126
1159.367376896,1418923692461130000,90,7,37,126
1160.689551104,1418923693783310000,90,7,37,126
1162.030685952,1418923695124440000,90,7,37,126
1163.376040192,1418923696469800000,90,7,37,126
1164.695566336,1418923697789320000,90,7,37,126
1166.014127616,1418923699107880000,90,7,37,127
1167.346199296,1418923700439960000,90,7,37,127
1168.702704128,1418923701796460000,90,7,37,127
1170.073911808,1418923703167670000,90,7,37,127
1171.42670464,1418923704520460000,90,7,37,127
1172.747402752,1418923705841160000,90,7,37,127
1174.083207168,1418923707176960000,90,7,37,127
1175.41955584,1418923708513310000,90,7,37,127
1176.780532992,1418923709874290000,90,7,37,128
1178.107463168,1418923711201220000,90,7,37,128
1179.45251328,1418923712546270000,90,7,37,128
1180.811635968,1418923713905390000,90,7,37,128
1182.155042304,1418923715248800000,90,7,37,128
1183.488036608,1418923716581790000,90,7,37,128
1184.809903872,1418923717903660000,90,7,37,128
1186.138028032,1418923719231790000,90,7,37,128
1187.509660928,1418923720603420000,90,7,37,128
1188.82939904,1418923721923160000,90,7,37,128
1190.202992128,1418923723296750000,90,7,37,129
1191.535816192,1418923724629570000,90,7,37,129
1192.86778624,1418923725961540000,90,7,37,129
1194.19074304,1418923727284500000,90,7,37,129
1195.536663552,1418923728630420000,90,7,37,129
1196.851926016,1418923729945680000,90,7,37,129
1198.225089792,1418923731318850000,90,7,37,129
1199.54064896,1418923732634410000,90,7,37,129
1200.913630208,1418923734007390000,90,7,37,129
1202.254027264,1418923735347780000,90,7,37,129
1203.624672,1418923736718430000,90,7,37,129
1204.944154368,1418923738037910000,90,7,37,129
1206.29630208,1418923739390060000,90,7,37,129
1207.63418112,1418923740727940000,90,7,37,129
1208.949340928,1418923742043100000,90,7,37,129
1210.296697856,1418923743390450000,90,7,37,129
1211.672611328,1418923744766370000,90,7,37,129
1212.998031104,1418923746091790000,90,7,37,129
1214.340105216,1418923747433860000,90,7,37,129
1215.675207936,1418923748768960000,90,7,37,129
1217.026551808,1418923750120310000,90,7,37,129
1218.361153792,1418923751454910000,90,7,37,129
1219.704020992,1418923752797780000,90,7,37,129
1221.011859968,1418923754105620000,90,7,37,129
1222.358045952,1418923755451800000,90,7,37,129
1223.680909568,1418923756774670000,90,7,37,129
1225.008335616,1418923758102090000,90,7,37,129
1226.373147392,1418923759466900000,90,7,37,129
1227.729784576,1418923760823540000,90,7,37,129
1229.05734528,1418923762151100000,90,7,37,129
1230.386899456,1418923763480660000,90,7,37,129
1231.737242624,1418923764831000000,90,7,36,130
1233.07416064,1418923766167920000,90,7,36,130
1234.431506944,1418923767525260000,90,7,36,131
1235.76765696,1418923768861410000,90,7,36,131
1237.092859136,1418923770186620000,90,7,36,131
1238.475830272,1418923771569590000,90,7,36,131
1239.900105728,1418923772993860000,90,7,36,131
1241.24577408,1418923774339530000,90,7,36,131
1242.584231168,1418923775677990000,90,7,36,131
1243.990256896,1418923777084010000,90,7,36,131
1245.381607936,1418923778475360000,90,7,36,131
1246.738395136,1418923779832150000,90,7,35,132
1248.081419008,1418923781175180000,90,7,35,133
1249.492480768,1418923782586240000,90,7,35,133
1250.832297728,1418923783926050000,90,7,35,133
1252.182430208,1418923785276190000,90,7,35,133
1253.557995776,1418923786651750000,90,7,35,133
1254.891387904,1418923787985140000,90,7,35,133
1256.392313088,1418923789486070000,90,8,35,134
1257.73989632,1418923790833650000,90,8,35,134
1259.07633536,1418923792170090000,90,8,35,134
1260.42669824,1418923793520460000,90,8,35,134
1261.800049664,1418923794893810000,90,8,35,134
1263.147264768,1418923796241020000,90,8,35,134
1264.520530944,1418923797614290000,90,8,35,134
1265.863078912,1418923798956840000,90,8,35,134
1267.206359296,1418923800300120000,90,8,35,134
1268.581833472,1418923801675590000,90,8,35,134
1269.940490496,1418923803034250000,90,8,35,134
1271.330890752,1418923804424650000,90,8,35,134
1272.661798656,1418923805755560000,90,8,35,134
1274.020235264,1418923807113990000,90,8,35,134
1275.504900096,1418923808598660000,90,8,35,134
1276.867439616,1418923809961200000,90,8,35,134
1278.222435328,1418923811316190000,90,8,35,134
1279.611135488,1418923812704890000,90,8,35,134
1281.007801344,1418923814101560000,90,8,35,134
1282.371678464,1418923815465440000,90,8,35,134
1283.77062144,1418923816864380000,90,8,35,134
1285.129927936,1418923818223690000,90,8,35,134
1286.475877376,1418923819569630000,90,8,35,135
1287.890918912,1418923820984680000,90,8,35,135
1289.270120192,1418923822363880000,90,8,35,135
1290.659157504,1418923823752910000,90,8,35,135
1292.066634752,1418923825160390000,90,8,35,135
1293.502995712,1418923826596750000,90,8,35,135
1294.872070656,1418923827965830000,90,8,35,135
1296.227894016,1418923829321650000,90,8,35,135
1297.594120448,1418923830687880000,90,8,35,135
1298.92837632,1418923832022130000,90,8,35,135
1300.295885568,1418923833389640000,90,8,35,135
1301.6415232,1418923834735280000,90,8,35,135
1302.996161024,1418923836089920000,90,8,35,135
1304.326068992,1418923837419830000,90,8,35,135
1305.73605632,1418923838829810000,90,8,35,135
1307.086952192,1418923840180710000,90,8,35,135
1308.488308736,1418923841582070000,90,8,35,135
1309.859195136,1418923842952950000,90,8,35,135
1311.337415936,1418923844431170000,90,8,35,135
1312.677835776,1418923845771590000,90,8,35,135
1314.014301696,1418923847108060000,90,8,35,135
1315.353397504,1418923848447150000,90,8,35,135
1316.693510656,1418923849787270000,90,8,35,135
1318.018400512,1418923851112160000,90,8,35,135
1319.387968768,1418923852481730000,90,8,35,135
1320.743022848,1418923853836780000,90,8,35,135
1322.113323264,1418923855207080000,90,8,35,135
1323.487575552,1418923856581330000,90,8,35,135
1324.877073152,1418923857970830000,90,8,35,135
1326.2193536,1418923859313110000,90,8,35,135
1327.587410688,1418923860681170000,90,8,35,135
1328.928111616,1418923862021870000,90,8,35,135
1330.26053504,1418923863354290000,90,8,35,135
1331.594993664,1418923864688750000,90,8,35,135
1332.959446528,1418923866053200000,90,8,35,135
1334.291091968,1418923867384850000,90,8,35,135
1335.623995392,1418923868717750000,90,8,35,136
1336.992258048,1418923870086020000,90,8,35,136
1338.332479744,1418923871426240000,90,8,35,136
1339.672479232,1418923872766240000,90,8,35,136
1341.026156032,1418923874119910000,90,8,35,136
1342.393349632,1418923875487110000,90,8,35,136
1343.723417088,1418923876817170000,90,8,35,136
1345.106434816,1418923878200190000,90,8,35,136
1346.457275904,1418923879551030000,90,8,35,136
1347.81711872,1418923880910880000,90,8,35,136
1349.176719872,1418923882270480000,90,8,35,136
1350.515787264,1418923883609540000,90,8,35,137
1351.849447936,1418923884943200000,90,8,35,137
1353.195785216,1418923886289540000,90,8,35,137
1354.561276416,1418923887655030000,90,8,35,137
1355.935975168,1418923889029730000,90,8,35,137
1357.264657152,1418923890358410000,90,8,35,137
1358.62664448,1418923891720400000,90,8,35,137
1359.959785728,1418923893053540000,90,8,35,137
1361.306191616,1418923894399950000,90,8,35,137
1362.660509952,1418923895754270000,90,8,35,137
1364.013756416,1418923897107510000,90,8,35,137
1365.383168256,1418923898476930000,90,8,35,138
1366.734790656,1418923899828550000,90,8,35,138
1368.0967808,1418923901190540000,90,8,35,138
1369.474038272,1418923902567800000,90,8,35,138
1370.843411968,1418923903937170000,90,8,35,138
1372.188138752,1418923905281900000,90,8,35,138
1373.55175808,1418923906645520000,90,8,35,138
1374.901750016,1418923907995510000,90,8,35,138
1376.23105664,1418923909324810000,90,8,35,138
1377.60971904,1418923910703480000,90,8,35,138
1378.942839808,1418923912036600000,90,8,35,138
1380.2777472,1418923913371500000,90,8,35,138
1381.635831552,1418923914729590000,90,8,35,139
1383.00311936,1418923916096880000,90,8,35,139
1384.370182144,1418923917463940000,90,8,35,139
1385.700795136,1418923918794550000,90,8,35,139
1387.019356416,1418923920113110000,90,8,35,139
1388.370738176,1418923921464500000,90,8,35,139
1389.706204672,1418923922799960000,90,8,35,139
1391.040736256,1418923924134490000,90,8,35,139
1392.407301888,1418923925501060000,90,8,35,139
1393.750695424,1418923926844450000,90,8,35,139
1395.085108224,1418923928178870000,90,8,35,139
1396.450071808,1418923929543830000,90,8,35,139
1397.771673856,1418923930865430000,90,8,35,139
1399.138115072,1418923932231870000,90,8,35,139
1400.483950336,1418923933577710000,90,8,35,139
1401.830448896,1418923934924210000,90,8,35,139
1403.197323008,1418923936291080000,90,8,35,139
1404.553900544,1418923937647660000,90,8,35,140
1405.893485568,1418923938987240000,90,8,35,141
1407.251910656,1418923940345670000,90,8,34,142
1408.647105024,1418923941740860000,90,8,34,142
1409.986269952,1418923943080030000,90,8,34,142
1411.33038464,1418923944424140000,90,8,34,142
1412.688457216,1418923945782210000,90,8,34,143
1414.041513216,1418923947135270000,90,8,34,143
1415.401181952,1418923948494940000,90,8,33,144
1416.801588736,1418923949895350000,90,8,33,145
1418.159160576,1418923951252920000,90,8,33,145
1419.527522304,1418923952621280000,90,8,33,145
1420.907245312,1418923954001000000,90,8,33,145
1422.261127168,1418923955354880000,90,8,33,145
1423.620632064,1418923956714390000,90,8,33,145
1425.010373376,1418923958104130000,90,8,33,145
1426.364340224,1418923959458100000,90,8,33,145
1427.717280256,1418923960811040000,90,8,33,145
1429.055436288,1418923962149190000,90,8,33,145
1430.411587328,1418923963505340000,90,8,33,145
1431.792530432,1418923964886290000,90,8,33,145
1433.124934656,1418923966218690000,90,8,33,145
1434.495270144,1418923967589030000,90,8,33,145
1435.850162176,1418923968943920000,90,8,33,145
1437.21597824,1418923970309740000,90,8,33,145
1438.571630848,1418923971665390000,90,8,33,145
1439.913034496,1418923973006790000,90,8,33,145
1441.260132608,1418923974353890000,90,8,33,145
1442.65032448,1418923975744080000,90,8,33,145
1444.003405056,1418923977097160000,90,8,33,145
1445.365033472,1418923978458790000,90,8,33,145
1446.708148736,1418923979801910000,90,8,33,145
1448.042707456,1418923981136460000,90,8,33,145
1449.44310016,1418923982536860000,90,8,33,145
1450.825908736,1418923983919670000,90,8,33,145
1452.168978944,1418923985262740000,90,8,33,145
1453.524652288,1418923986618410000,90,8,33,145
1454.858102784,1418923987951860000,90,8,33,145
1456.211860736,1418923989305620000,90,8,33,145
1457.591746816,1418923990685500000,90,8,33,145
1458.939171072,1418923992032930000,90,8,33,145
1460.310530304,1418923993404290000,90,8,33,145
1461.657801728,1418923994751560000,90,8,33,145
1463.001230336,1418923996094990000,90,8,33,145
1464.388007424,1418923997481760000,90,8,32,146
1465.739633664,1418923998833390000,90,8,32,146
1467.101401088,1418924000195160000,90,8,32,146
1468.490030592,1418924001583790000,90,8,32,146
1469.860311552,1418924002954070000,90,8,32,146
1471.200307968,1418924004294070000,90,8,32,146
1472.568339456,1418924005662100000,90,8,32,146
1473.91267072,1418924007006430000,90,8,32,147
1475.263124992,1418924008356880000,90,8,32,147
1476.634735104,1418924009728490000,90,8,32,147
1478.0123584,1418924011106120000,90,8,32,147
1479.460727296,1418924012554480000,90,8,32,147
1480.822272256,1418924013916030000,90,8,32,147
1482.191146752,1418924015284900000,90,8,32,147
1483.589995776,1418924016683750000,90,8,32,147
1484.9412096,1418924018034970000,90,8,32,147
1486.330855168,1418924019424610000,90,8,32,147
1487.702139136,1418924020795900000,90,8,32,147
1489.040523008,1418924022134280000,90,8,32,148
1490.400294656,1418924023494050000,90,8,32,148
1491.756011776,1418924024849770000,90,9,32,149
1493.099549952,1418924026193310000,90,9,32,149
1494.44461184,1418924027538370000,90,9,32,149
1495.785769216,1418924028879530000,90,9,32,149
1497.171740928,1418924030265500000,90,9,32,149
1498.528112128,1418924031621870000,90,9,32,150
1499.910116864,1418924033003870000,90,9,32,150
1501.261615872,1418924034355370000,90,9,32,150
1502.64973184,1418924035743490000,90,9,32,150
1503.99645952,1418924037090220000,90,9,32,150
1505.44820992,1418924038541970000,90,9,32,150
1506.803371008,1418924039897130000,90,9,32,150
1508.20760064,1418924041301360000,90,9,31,151
1509.70713984,1418924042800900000,90,9,31,151
1511.144558336,1418924044238320000,90,9,31,151
1512.576899584,1418924045670660000,90,9,31,151
1513.966658304,1418924047060420000,90,9,31,151
1515.378300928,1418924048472060000,90,9,31,152
1516.740877056,1418924049834630000,90,9,31,152
1518.08630272,1418924051180060000,90,9,31,152
1519.468187136,1418924052561940000,90,9,31,152
1520.843847936,1418924053937610000,90,9,31,152
1522.238660096,1418924055332420000,90,10,31,153
1523.638063616,1418924056731820000,90,10,31,153
1525.0087424,1418924058102500000,90,10,31,153
1526.368733952,1418924059462490000,90,10,31,153
1527.761994496,1418924060855750000,90,10,31,153
1529.154262016,1418924062248020000,90,10,31,153
1530.550363392,1418924063644120000,90,10,31,153
1531.91681536,1418924065010570000,90,10,31,153
1533.284959488,1418924066378720000,90,10,31,153
1534.667136,1418924067760890000,90,10,31,153
1536.021159168,1418924069114920000,90,10,31,153
1537.441063936,1418924070534820000,90,10,31,153
1538.80975104,1418924071903510000,90,10,31,153
1540.175849728,1418924073269610000,90,10,31,153
1541.564254976,1418924074658010000,90,10,31,153
1542.923917568,1418924076017670000,90,10,31,153
1544.266588416,1418924077360350000,90,10,31,153
1545.636005888,1418924078729760000,90,10,31,153
1547.017035008,1418924080110790000,90,10,31,154
1548.396540416,1418924081490300000,90,10,31,154
1549.736763904,1418924082830520000,90,10,31,154
1551.11630208,1418924084210060000,90,10,31,154
1552.484233472,1418924085577990000,90,10,31,154
1553.852367872,1418924086946120000,90,10,31,154
1555.263345408,1418924088357100000,90,10,31,154
1556.639303168,1418924089733060000,90,10,31,154
1558.009278208,1418924091103040000,90,10,31,155
1559.4340608,1418924092527820000,90,10,31,155
1560.817885952,1418924093911640000,90,10,31,155
1562.171535104,1418924095265290000,90,10,31,155
1563.549682688,1418924096643440000,90,10,31,155
1564.909276416,1418924098003030000,90,10,31,155
1566.260263936,1418924099354020000,90,10,31,155
1567.617469696,1418924100711230000,90,10,31,155
1568.97432064,1418924102068080000,90,10,31,155
1570.340595968,1418924103434350000,90,10,31,155
1571.706711552,1418924104800470000,90,10,31,155
1573.071846912,1418924106165600000,90,10,31,155
1574.436056064,1418924107529810000,90,10,31,155
1575.897084928,1418924108990840000,90,10,31,156
1577.279782656,1418924110373540000,90,10,31,156
1578.648352,1418924111742110000,90,10,31,156
1580.015693568,1418924113109450000,90,10,31,156
1581.374427136,1418924114468180000,90,10,31,156
1582.744651264,1418924115838410000,90,10,31,156
1584.117889024,1418924117211650000,90,10,31,156
1585.479037696,1418924118572790000,90,10,31,156
1586.864723456,1418924119958480000,90,10,31,156
1588.244041216,1418924121337800000,90,10,31,156
1589.606298624,1418924122700060000,90,10,31,156
1590.957700352,1418924124051460000,90,10,31,156
1592.315889408,1418924125409650000,90,10,31,156
1593.695823872,1418924126789580000,90,10,31,156
1595.0733376,1418924128167090000,90,10,31,156
1596.420994816,1418924129514750000,90,10,31,156
1597.80026112,1418924130894020000,90,10,31,156
1599.156887296,1418924132250640000,90,10,31,158
1600.509424896,1418924133603180000,90,10,31,158
1601.866812416,1418924134960570000,90,10,31,158
1603.212825856,1418924136306580000,90,10,31,158
1604.578919168,1418924137672680000,90,10,31,159
1605.93810304,1418924139031860000,90,11,31,160
1607.302332672,1418924140396090000,90,11,30,161
1608.68482816,1418924141778590000,90,11,30,161
1610.064539392,1418924143158300000,90,11,30,161
1611.436306176,1418924144530060000,90,11,30,161
1612.823283712,1418924145917040000,90,11,30,161
1614.181453056,1418924147275210000,90,11,30,161
1615.571422208,1418924148665180000,90,11,30,161
1616.94366208,1418924150037420000,90,11,30,162
1618.322308608,1418924151416070000,90,11,30,163
1619.692367872,1418924152786120000,90,11,30,163
1621.045255168,1418924154139010000,90,11,30,163
1622.413367552,1418924155507120000,90,11,30,163
1623.779565312,1418924156873320000,90,11,30,163
