1418220024778,2372,HTTP Request,200,OK,Thread Group 1-1,bin,true,5511399,3,3,30
1418220025782,2648,HTTP Request,200,OK,Thread Group 1-2,bin,true,5511399,4,4,47
1418220026780,2421,HTTP Request,200,OK,Thread Group 1-3,bin,true,5511399,4,4,33
1418220027155,2937,HTTP Request,200,OK,Thread Group 1-1,bin,true,5511399,3,3,17
1418220027782,2677,HTTP Request,200,OK,Thread Group 1-4,bin,true,5511399,2,2,36
1418220028432,2807,HTTP Request,200,OK,Thread Group 1-2,bin,true,5511399,1,1,15
1418220033974,2661,HTTP Request,200,OK,Thread Group 1-2,bin,true,5511399,4,4,30
1418220032972,3873,HTTP Request,200,OK,Thread Group 1-1,bin,true,5511399,4,4,34
1418220035978,2212,HTTP Request,200,OK,Thread Group 1-4,bin,true,5511399,6,6,50
1418220034980,3367,HTTP Request,200,OK,Thread Group 1-3,bin,true,5511399,6,6,57
1418220036977,1792,HTTP Request,200,OK,Thread Group 1-5,bin,true,5511399,6,6,33
1418220036641,2793,HTTP Request,200,OK,Thread Group 1-2,bin,true,5511399,7,7,18
1418220036850,3855,HTTP Request,200,OK,Thread Group 1-1,bin,true,5511399,8,8,17
1418220038194,3817,HTTP Request,200,OK,Thread Group 1-4,bin,true,5511399,10,10,16
1418220037975,4291,HTTP Request,200,OK,Thread Group 1-6,bin,true,5511399,10,10,55
1418220039440,3077,HTTP Request,200,OK,Thread Group 1-2,bin,true,5511399,10,10,19
1418220038775,3912,HTTP Request,200,OK,Thread Group 1-5,bin,true,5511399,10,10,22
1418220038349,4604,HTTP Request,200,OK,Thread Group 1-3,bin,true,5511399,10,10,18
1418220039984,3320,HTTP Request,200,OK,Thread Group 1-8,bin,true,5511399,10,10,51
1418220038977,5383,HTTP Request,200,OK,Thread Group 1-7,bin,true,5511399,10,10,34
1418220040709,4500,HTTP Request,200,OK,Thread Group 1-1,bin,true,5511399,10,10,17
1418220040981,4432,HTTP Request,200,OK,Thread Group 1-9,bin,true,5511399,10,10,39
1418220041975,3531,HTTP Request,200,OK,Thread Group 1-10,bin,true,5511399,10,10,39
1418220042014,3647,HTTP Request,200,OK,Thread Group 1-4,bin,true,5511399,10,10,17
1418220042520,3773,HTTP Request,200,OK,Thread Group 1-2,bin,true,5511399,10,10,38
1418220042271,4229,HTTP Request,200,OK,Thread Group 1-6,bin,true,5511399,10,10,21
1418220042691,3857,HTTP Request,200,OK,Thread Group 1-5,bin,true,5511399,10,10,19
1418220043307,3575,HTTP Request,200,OK,Thread Group 1-8,bin,true,5511399,10,10,17
1418220042957,5008,HTTP Request,200,OK,Thread Group 1-3,bin,true,5511399,10,10,20
1418220046298,2714,HTTP Request,200,OK,Thread Group 1-2,bin,true,5511399,10,10,19
1418220044364,4999,HTTP Request,200,OK,Thread Group 1-7,bin,true,5511399,10,10,24
1418220045509,4451,HTTP Request,200,OK,Thread Group 1-10,bin,true,5511399,10,10,19
