139,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
139,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
701,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
79,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
687,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
135,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
2112,200,200,200,72
2010,200,200,200,617
2244,200,200,200,65
2294,200,200,200,37
2273,200,200,200,65
2177,200,200,200,66
2261,200,200,200,60
2057,200,200,200,859
2120,200,200,200,609
1,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
1735,200,200,200,195
1917,200,200,200,21
2068,200,200,200,849
2116,200,200,200,563
2203,200,200,200,91
2157,200,200,200,564
2185,200,200,200,1201
0,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
1532,200,200,200,196
2200,200,200,200,1208
2335,200,200,200,40
2124,200,200,200,852
2320,200,200,200,63
1328,200,200,200,144
2290,200,200,200,103
6,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
2242,200,200,200,554
2301,200,200,200,352
0,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
2465,200,200,200,63
0,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
2201,200,200,200,829
2504,200,200,200,74
2231,200,200,200,593
2442,200,200,200,61
140,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
127,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
128,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
70,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
175,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
2546,200,200,200,65
2511,200,200,200,61
2444,200,200,200,78
71,Non HTTP response code: java.net.SocketException,200,200,0
2493,200,200,200,2064
2580,200,200,200,61
2354,200,200,200,650
1,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
1635,200,200,200,160
0,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
2496,200,200,200,72
2598,200,200,200,70
1864,200,200,200,197
1622,200,200,200,264
9,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
2639,200,200,200,46
5,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
2432,200,200,200,832
2764,200,200,200,41
2583,200,200,200,1426
1521,200,200,200,117
0,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
1600,200,200,200,171
2660,200,200,200,103
0,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
2840,200,200,200,63
2588,200,200,200,624
1,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
2250,200,200,200,10
0,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
2304,200,200,200,668
2575,200,200,200,924
1756,200,200,200,145
1,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
2665,200,200,200,878
1,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
138,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
2936,200,200,200,1194
1692,200,200,200,122
2026,200,200,200,172
1901,200,200,200,151
3,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
3023,200,200,200,40
1,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
2985,200,200,200,2614
1833,200,200,200,125
4,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
1297,200,200,200,165
148,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
1617,200,200,200,156
2871,200,200,200,943
2896,200,200,200,1587
1207,200,200,200,138
3175,200,200,200,326
1266,200,200,200,153
2683,200,200,200,33
2944,200,200,200,836
3204,200,200,200,69
893,200,200,200,161
738,200,200,200,226
781,200,200,200,192
3006,200,200,200,579
3080,200,200,200,535
3096,200,200,200,2506
0,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
3076,200,200,200,561
3250,200,200,200,2589
3344,200,200,200,70
2757,200,200,200,9
3123,200,200,200,1392
3200,200,200,200,82
1,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
3138,200,200,200,556
2049,200,200,200,186
3102,200,200,200,1583
1333,200,200,200,128
2231,200,200,200,123
980,200,200,200,236
1395,200,200,200,156
1822,200,200,200,159
3221,200,200,200,1060
3352,200,200,200,2517
5,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
2375,200,200,200,127
2746,200,200,200,199
2328,200,200,200,125
1413,200,200,200,153
2549,200,200,200,278
3339,200,200,200,1383
1610,200,200,200,135
1550,200,200,200,142
2687,200,200,200,176
3602,200,200,200,306
0,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
3490,200,200,200,66
1628,200,200,200,410
0,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
2414,200,200,200,126
2065,200,200,200,164
3628,200,200,200,35
1231,200,200,200,124
1450,200,200,200,164
1202,200,200,200,256
1471,200,200,200,246
1183,200,200,200,306
2742,200,200,200,162
2980,200,200,200,193
3462,200,200,200,2430
3688,200,200,200,2582
3718,200,200,200,60
1250,200,200,200,123
146,Non HTTP response code: org.apache.http.NoHttpResponseException,200,200,0
1832,200,199,199,148
48,Non HTTP response code: org.apache.http.NoHttpResponseException,199,199,0
9,Non HTTP response code: org.apache.http.NoHttpResponseException,199,199,0
144,Non HTTP response code: org.apache.http.NoHttpResponseException,199,199,0
122,Non HTTP response code: org.apache.http.NoHttpResponseException,199,199,0
157,Non HTTP response code: org.apache.http.NoHttpResponseException,199,199,0
2795,200,199,199,159
3649,200,199,199,2547
0,Non HTTP response code: org.apache.http.NoHttpResponseException,199,199,0
2809,200,199,199,158
0,Non HTTP response code: org.apache.http.NoHttpResponseException,199,199,0
3599,200,199,199,1917
1920,200,199,199,151
6,Non HTTP response code: org.apache.http.NoHttpResponseException,199,199,0
1595,200,199,199,576
1093,200,199,199,450
1324,200,199,199,117
1,Non HTTP response code: org.apache.http.NoHttpResponseException,199,199,0
1860,200,199,199,144
0,Non HTTP response code: org.apache.http.NoHttpResponseException,199,199,0
3665,200,199,199,1875
0,Non HTTP response code: org.apache.http.NoHttpResponseException,199,199,0
3703,200,199,199,2469
3888,200,199,199,55
714,200,199,199,117
3726,200,198,198,1374
3728,200,198,198,1897
3904,200,198,198,1269
3727,200,198,198,2577
2048,200,198,198,126
3766,200,198,198,843
1237,200,198,198,514
3781,200,198,198,1856
4046,200,198,198,60
0,Non HTTP response code: org.apache.http.NoHttpResponseException,198,198,0
2309,200,198,198,151
4073,200,198,198,296
1745,200,198,198,184
1871,200,198,198,309
1272,200,198,198,142
1750,200,198,198,136
3884,200,198,198,617
0,Non HTTP response code: org.apache.http.NoHttpResponseException,198,198,0
4005,200,198,198,2565
3350,200,198,198,198
1077,200,198,198,167
3361,200,198,198,200
1,Non HTTP response code: org.apache.http.NoHttpResponseException,198,198,0
3150,200,198,198,147
1859,200,198,198,577
7,Non HTTP response code: org.apache.http.NoHttpResponseException,198,198,0
2045,200,198,198,143
1007,200,198,198,121
4009,200,198,198,1070
1660,200,198,198,212
3224,200,198,198,420
2400,200,198,198,163
1263,200,198,198,354
3122,200,198,198,131
3179,200,198,198,127
2837,200,198,198,161
3273,200,198,198,232
3171,200,198,198,132
1,Non HTTP response code: org.apache.http.NoHttpResponseException,198,198,0
1900,200,198,198,266
4126,200,198,198,1935
4295,200,198,198,2564
2352,200,198,198,137
4164,200,198,198,944
108,Non HTTP response code: org.apache.http.NoHttpResponseException,198,198,0
3762,200,198,198,172
2749,200,198,198,181
0,Non HTTP response code: org.apache.http.NoHttpResponseException,198,198,0
2019,200,198,198,264
2077,200,198,198,465
2368,200,198,198,264
1514,200,198,198,131
4532,200,198,198,278
1,Non HTTP response code: org.apache.http.NoHttpResponseException,198,198,0
2557,200,198,198,140
4512,200,198,198,2576
2357,200,198,198,635
2125,200,198,198,117
4460,200,198,198,344
2628,200,198,198,138
743,200,198,198,243
2012,200,198,198,164
4453,200,198,198,641
2707,200,198,198,146
4444,200,198,198,1828
4462,200,198,198,1867
2500,200,198,198,252
4652,200,198,198,2555
1683,200,198,198,486
4485,200,198,198,1300
1400,200,198,198,128
4534,200,198,198,1601
1599,200,198,198,324
1340,200,198,198,136
4582,200,198,198,2606
132,Non HTTP response code: org.apache.http.NoHttpResponseException,198,198,0
2536,200,198,198,248
2772,200,198,198,155
4680,200,198,198,1929
1696,200,198,198,116
2581,200,198,198,366
3489,200,198,198,160
1,Non HTTP response code: org.apache.http.NoHttpResponseException,198,198,0
1699,200,198,198,116
2422,200,198,198,105
2619,200,198,198,121
1759,200,198,198,129
2087,200,198,198,493
1070,200,198,198,258
2296,200,198,198,455
2596,200,198,198,215
1414,200,198,198,248
3314,200,198,198,297
2444,200,198,198,125
2190,200,198,198,144
2123,200,198,198,479
2365,200,198,198,167
4815,200,198,198,1909
2059,200,198,198,414
2817,200,198,198,139
1,Non HTTP response code: org.apache.http.NoHttpResponseException,198,198,0
128,Non HTTP response code: org.apache.http.NoHttpResponseException,198,198,0
1322,200,198,198,146
1354,200,198,198,148
136,Non HTTP response code: java.net.SocketException,197,197,0
1101,200,196,196,179
5076,200,196,196,2157
2727,200,196,196,148
1337,200,196,196,147
0,Non HTTP response code: org.apache.http.NoHttpResponseException,196,196,0
2420,200,196,196,216
1371,200,196,196,518
1607,200,196,196,141
4950,200,196,196,2494
1375,200,196,196,520
3083,200,196,196,156
2993,200,196,196,157
0,Non HTTP response code: org.apache.http.NoHttpResponseException,196,196,0
1465,200,196,196,145
2614,200,196,196,169
1366,200,196,196,127
3152,200,196,196,126
5159,200,196,196,2644
1391,200,196,196,143
2723,200,196,196,95
1006,200,196,196,220
1661,200,195,195,289
2030,200,195,195,118
3020,200,195,195,129
973,200,195,195,118
1865,200,194,194,133
2052,200,194,194,324
1663,200,194,194,144
1,Non HTTP response code: org.apache.http.NoHttpResponseException,194,194,0
1869,200,194,194,142
1,Non HTTP response code: org.apache.http.NoHttpResponseException,194,194,0
2538,200,194,194,179
1881,200,194,194,146
2508,200,194,194,496
2122,200,194,194,350
1485,200,194,194,151
2116,200,194,194,119
0,Non HTTP response code: org.apache.http.NoHttpResponseException,194,194,0
2648,200,194,194,188
2,Non HTTP response code: org.apache.http.NoHttpResponseException,194,194,0
3548,200,194,194,169
1356,200,194,194,145
1681,200,194,194,273
5365,200,194,194,2578
2184,200,194,194,318
3155,200,194,194,323
2229,200,194,194,115
1740,200,194,194,330
4742,200,194,194,201
3254,200,194,194,176
2364,200,194,194,118
3692,200,194,194,151
1834,200,194,194,187
3372,200,194,194,172
2248,200,194,194,139
1522,200,194,194,241
5504,200,194,194,2538
2806,200,194,194,478
5,Non HTTP response code: org.apache.http.NoHttpResponseException,194,194,0
3050,200,193,193,294
2072,200,192,192,143
3961,200,192,192,177
1456,200,192,192,159
0,Non HTTP response code: org.apache.http.NoHttpResponseException,192,192,0
1709,200,192,192,122
1438,200,192,192,120
5570,200,192,192,2528
2202,200,192,192,143
5676,200,192,192,2045
5759,200,192,192,2604
3313,200,192,192,116
2806,200,192,192,526
1769,200,192,192,303
1699,200,192,192,112
1152,200,192,192,128
1695,200,192,192,166
1559,200,192,192,127
1778,200,192,192,307
2521,200,192,192,357
2540,200,192,192,129
2156,200,192,192,147
2394,200,192,192,289
2156,200,192,192,270
2112,200,192,192,719
2425,200,192,192,143
1365,200,192,192,127
2917,200,191,191,116
1703,200,191,191,225
3562,200,190,190,335
2283,200,190,190,538
2185,200,190,190,251
1754,200,190,190,111
2516,200,190,190,140
3123,200,190,190,159
1741,200,190,190,287
3108,200,190,190,405
2864,200,190,190,117
2568,200,190,190,335
3606,200,190,190,220
4198,200,190,190,152
1,Non HTTP response code: org.apache.http.NoHttpResponseException,190,190,0
5915,200,190,190,2481
1143,200,190,190,148
3266,200,189,189,139
1702,200,189,189,239
1860,200,189,189,109
2401,200,189,189,334
2897,200,189,189,120
1649,200,189,189,251
4011,200,189,189,246
1340,200,189,189,127
2516,200,189,189,148
2077,200,189,189,540
2216,200,189,189,127
4009,200,189,189,139
0,Non HTTP response code: org.apache.http.NoHttpResponseException,189,189,0
3715,200,189,189,1456
1477,200,189,189,141
1978,200,189,189,107
1953,200,189,189,104
2356,200,189,189,112
1787,200,189,189,118
1684,200,189,189,134
2860,200,189,189,142
1377,200,189,189,285
1366,200,189,189,141
1694,200,189,189,138
3750,200,189,189,517
4436,200,189,189,351
1430,200,189,189,142
5052,200,189,189,164
2202,200,189,189,140
1910,200,188,188,122
1234,200,188,188,144
2409,200,188,188,115
1686,200,188,188,138
2341,200,188,188,188
5823,200,188,188,137
0,Non HTTP response code: org.apache.http.NoHttpResponseException,188,188,0
3384,200,188,188,132
2954,200,188,188,291
6307,200,188,188,873
1528,200,188,188,274
3751,200,188,188,666
4593,200,188,188,123
2021,200,188,188,307
2520,200,188,188,117
1456,200,188,188,124
2094,200,188,188,306
2991,200,188,188,189
1690,200,188,188,144
1718,200,187,187,146
1613,200,187,187,129
3229,200,187,187,335
1606,200,187,187,277
3488,200,187,187,119
2817,200,187,187,186
1823,200,187,187,134
2153,200,187,187,131
1337,200,187,187,161
1967,200,187,187,275
1635,200,187,187,135
1701,200,187,187,127
1648,200,186,186,174
1436,200,185,185,297
2098,200,184,184,140
2110,200,184,184,136
2545,200,184,184,102
3578,200,184,184,127
3229,200,184,184,146
1792,200,184,184,139
1600,200,184,184,140
2566,200,184,184,225
1995,200,184,184,138
1530,200,184,184,173
2243,200,184,184,322
3082,200,184,184,190
2882,200,184,184,178
1912,200,184,184,272
2055,200,183,183,137
1681,200,183,183,142
1221,200,183,183,144
1512,200,183,183,163
2992,200,183,183,154
1821,200,183,183,146
2540,200,183,183,119
1671,200,183,183,200
1479,200,183,183,156
2404,200,183,183,136
2503,200,183,183,132
4979,200,183,183,158
1704,200,183,183,152
3894,200,183,183,113
3401,200,183,183,271
2303,200,183,183,134
1771,200,183,183,137
2305,200,183,183,271
1368,200,183,183,162
1963,200,183,183,146
1531,200,183,183,137
1428,200,183,183,144
1804,200,182,182,299
2036,200,181,181,167
180,Non HTTP response code: org.apache.http.NoHttpResponseException,180,180,0
179,Non HTTP response code: org.apache.http.NoHttpResponseException,180,180,0
3329,200,180,180,166
2385,200,180,180,128
1412,200,180,180,156
1568,200,180,180,129
2199,200,180,180,120
178,Non HTTP response code: org.apache.http.NoHttpResponseException,180,180,0
10,Non HTTP response code: org.apache.http.NoHttpResponseException,180,180,0
1652,200,179,179,144
2454,200,179,179,133
1526,200,179,179,189
3754,200,178,178,144
4629,200,178,178,318
0,Non HTTP response code: org.apache.http.NoHttpResponseException,178,178,0
1740,200,178,178,159
175,Non HTTP response code: org.apache.http.NoHttpResponseException,178,178,0
2384,200,178,178,336
0,Non HTTP response code: org.apache.http.NoHttpResponseException,178,178,0
1589,200,177,177,141
1722,200,177,177,146
168,Non HTTP response code: org.apache.http.NoHttpResponseException,177,177,0
3906,200,177,177,317
1143,200,176,176,151
2647,200,176,176,139
2217,200,176,176,138
7203,200,176,176,2457
2136,200,176,176,147
2235,200,176,176,147
2971,200,176,176,116
2941,200,176,176,110
2651,200,176,176,141
3329,200,176,176,119
2751,200,176,176,139
1997,200,175,175,162
1,Non HTTP response code: org.apache.http.NoHttpResponseException,175,175,0
1470,200,175,175,164
2085,200,174,174,211
165,Non HTTP response code: org.apache.http.NoHttpResponseException,174,174,0
1526,200,174,174,162
2113,200,174,174,174
1540,200,174,174,162
1959,200,173,173,147
1894,200,173,173,132
1582,200,173,173,166
2516,200,173,173,336
3098,200,173,173,316
2748,200,173,173,134
3213,200,172,172,115
2734,200,172,172,305
2943,200,172,172,143
2346,200,172,172,376
2592,200,171,171,348
3322,200,171,171,131
0,Non HTTP response code: org.apache.http.NoHttpResponseException,171,171,0
1898,200,171,171,144
1434,200,170,170,152
2153,200,170,170,161
1698,200,170,170,163
1743,200,170,170,165
1396,200,170,170,173
2860,200,170,170,139
1428,200,170,170,156
1730,200,170,170,160
3814,200,170,170,116
1,Non HTTP response code: org.apache.http.NoHttpResponseException,170,170,0
1424,200,170,170,157
1210,200,168,168,177
2681,200,168,168,178
1372,200,168,168,162
2538,200,168,168,140
1627,200,167,167,151
1146,200,167,167,166
1417,200,166,166,336
1701,200,166,166,152
1686,200,165,165,311
2257,200,165,165,283
1858,200,164,164,310
2377,200,164,164,155
1,Non HTTP response code: org.apache.http.NoHttpResponseException,164,164,0
1209,200,164,164,165
1697,200,164,164,153
5788,200,164,164,186
1979,200,164,164,168
2338,200,164,164,133
3064,200,164,164,136
3200,200,164,164,134
1685,200,164,164,157
1825,200,164,164,151
1534,200,163,163,166
2070,200,163,163,162
1366,200,163,163,174
2793,200,162,162,151
2423,200,162,162,196
1340,200,162,162,166
3279,200,162,162,135
1678,200,162,162,168
2816,200,161,161,318
3916,200,160,160,118
2017,200,160,160,149
2275,200,160,160,150
1587,200,159,159,166
1312,200,159,159,173
1662,200,158,158,167
2502,200,157,157,130
2639,200,157,157,160
1973,200,157,157,159
3834,200,157,157,115
2333,200,157,157,153
3390,200,156,156,132
0,Non HTTP response code: org.apache.http.NoHttpResponseException,156,156,0
2185,200,155,155,163
1310,200,155,155,177
1808,200,155,155,164
1712,200,154,154,178
1943,200,154,154,399
2566,200,153,153,141
1050,200,153,153,328
3644,200,153,153,136
1897,200,153,153,163
3246,200,152,152,346
1385,200,152,152,175
2466,200,152,152,151
2427,200,151,151,158
4305,200,151,151,303
1378,200,150,150,181
1120,200,150,150,149
1625,200,150,150,168
1875,200,149,149,165
1165,200,149,149,187
2971,200,149,149,227
3340,200,149,149,129
1980,200,148,148,164
1352,200,147,147,175
1572,200,147,147,174
1590,200,147,147,175
2728,200,147,147,158
2170,200,147,147,162
2425,200,146,146,225
2112,200,146,146,168
1315,200,146,146,383
1657,200,145,145,176
2235,200,145,145,163
1886,200,145,145,166
1309,200,145,145,208
4389,200,145,145,116
1563,200,145,145,176
1461,200,145,145,310
2601,200,144,144,160
2672,200,144,144,165
1932,200,143,143,167
1816,200,143,143,176
1976,200,142,142,172
1384,200,142,142,206
2362,200,142,142,157
1625,200,142,142,174
1231,200,142,142,156
1313,200,142,142,174
2575,200,140,140,154
1219,200,140,140,146
2210,200,140,140,171
3276,200,140,140,636
2638,200,138,138,149
955,200,137,137,134
2110,200,136,136,416
1312,200,136,136,293
1861,200,135,135,181
899,200,135,135,137
1455,200,134,134,245
1284,200,133,133,130
2024,200,132,132,175
2150,200,132,132,167
1463,200,131,131,185
1160,200,130,130,136
3175,200,129,129,143
1158,200,129,129,127
1757,200,128,128,169
1290,200,128,128,131
1915,200,128,128,180
2011,200,128,128,175
1031,200,128,128,270
1829,200,127,127,175
2492,200,126,126,165
1723,200,126,126,181
1750,200,125,125,157
2649,200,125,125,195
1229,200,125,125,143
1723,200,125,125,162
1823,200,124,124,483
1513,200,123,123,291
2893,200,123,123,156
2546,200,123,123,402
1972,200,123,123,178
1408,200,123,123,133
1703,200,123,123,185
2883,200,123,123,390
1024,200,123,123,145
3752,200,122,122,148
2392,200,122,122,164
2197,200,122,122,175
1528,200,121,121,165
1445,200,121,121,138
1281,200,121,121,144
2797,200,120,120,167
2214,200,119,119,177
2150,200,119,119,178
2073,200,118,118,174
1905,200,118,118,163
3398,200,118,118,150
1688,200,117,117,156
932,200,117,117,141
2183,200,116,116,178
1064,200,115,115,144
1272,200,115,115,135
1898,200,115,115,156
1840,200,115,115,166
3525,200,114,114,361
1398,200,114,114,135
1655,200,113,113,263
1940,200,112,112,232
2117,200,112,112,160
1814,200,112,112,138
1458,200,111,111,136
1773,200,110,110,127
3231,200,110,110,189
2421,200,110,110,264
1252,200,110,110,148
2223,200,109,109,199
2649,200,109,109,407
2289,200,109,109,168
3246,200,109,109,400
3094,200,109,109,398
1427,200,109,109,138
1368,200,109,109,143
1751,200,109,109,128
1436,200,109,109,141
1220,200,107,107,139
1700,200,106,106,138
1154,200,106,106,140
1966,200,105,105,139
1875,200,105,105,134
939,200,105,105,140
1209,200,105,105,142
1824,200,104,104,161
3545,200,104,104,163
1175,200,103,103,142
1582,200,102,102,178
1636,200,102,102,136
1053,200,102,102,136
989,200,102,102,140
1635,200,102,102,138
1537,200,101,101,143
2579,200,101,101,179
1327,200,101,101,141
2333,200,101,101,315
2714,200,100,100,263
971,200,99,99,144
1374,200,99,99,140
967,200,99,99,146
1514,200,99,99,145
2583,200,98,98,176
1622,200,98,98,143
3099,200,97,97,178
1121,200,96,96,140
2494,200,96,96,323
1194,200,95,95,142
2049,200,95,95,131
1182,200,94,94,139
1996,200,94,94,612
1023,200,94,94,147
2456,200,94,94,426
888,200,94,94,129
1495,200,93,93,142
1983,200,93,93,355
1836,200,93,93,134
1145,200,92,92,147
1484,200,92,92,143
1701,200,92,92,145
879,200,91,91,128
1389,200,91,91,348
994,200,90,90,122
1678,200,89,89,141
916,200,88,88,127
1472,200,88,88,135
1035,200,88,88,123
1592,200,87,87,141
1979,200,86,86,139
2388,200,86,86,127
790,200,86,86,125
975,200,85,85,128
2397,200,84,84,348
1848,200,83,83,147
1293,200,83,83,148
1358,200,82,82,144
2091,200,81,81,188
1396,200,81,81,331
1262,200,81,81,136
1068,200,80,80,128
1186,200,79,79,121
1129,200,79,79,130
1467,200,78,78,140
993,200,78,78,126
2009,200,77,77,569
990,200,76,76,127
1173,200,76,76,128
2191,200,75,75,348
914,200,75,75,122
579,200,75,75,104
1026,200,75,75,130
770,200,75,75,111
1082,200,75,75,128
673,200,74,74,105
897,200,73,73,118
766,200,73,73,108
1359,200,73,73,121
1972,200,71,71,143
811,200,70,70,109
922,200,70,70,118
1288,200,69,69,128
1673,200,68,68,336
649,200,67,67,101
1017,200,66,66,121
1314,200,66,66,127
2907,200,65,65,225
1503,200,64,64,132
1249,200,64,64,125
1814,200,64,64,137
2241,200,64,64,344
1120,200,64,64,122
1481,200,64,64,122
1357,200,64,64,127
779,200,64,64,105
825,200,64,64,106
1119,200,63,63,123
872,200,63,63,106
2091,200,63,63,348
960,200,63,63,112
958,200,62,62,111
841,200,61,61,102
926,200,60,60,107
1744,200,60,60,144
538,200,58,58,100
728,200,57,57,101
671,200,56,56,99
808,200,55,55,101
695,200,54,54,99
888,200,53,53,106
1032,200,52,52,108
977,200,51,51,104
871,200,50,50,100
663,200,49,49,98
1584,200,48,48,319
1133,200,48,48,116
1487,200,48,48,126
777,200,48,48,98
1309,200,48,48,121
696,200,47,47,99
1022,200,46,46,104
746,200,45,45,100
780,200,44,44,99
420,200,43,43,87
1172,200,42,42,107
680,200,41,41,99
463,200,40,40,89
2239,200,39,39,137
618,200,38,38,94
553,200,37,37,89
733,200,37,37,99
777,200,37,37,100
1320,200,36,36,116
776,200,35,35,103
2123,200,35,35,141
1044,200,35,35,102
588,200,33,33,89
577,200,32,32,89
560,200,31,31,90
386,200,31,31,61
755,200,31,31,100
656,200,31,31,91
1593,200,31,31,133
381,200,31,31,63
378,200,26,26,64
464,200,25,25,73
1200,200,25,25,104
713,200,24,24,95
437,200,23,23,64
408,200,22,22,63
254,200,21,21,46
954,200,20,20,98
294,200,19,19,47
639,200,18,18,88
306,200,17,17,45
466,200,17,17,62
472,200,15,15,62
326,200,14,14,46
576,200,13,13,77
782,200,12,12,227
526,200,11,11,172
1092,200,10,10,100
191,200,10,10,38
532,200,8,8,64
198,200,7,7,38
543,200,6,6,64
546,200,5,5,63
138,200,4,4,29
125,200,3,3,27
323,200,2,2,83
1463,200,1,1,270
